species	taxidlist
antilocapra_americana	[9891, 9890, 9889, 35500, 9845, 91561, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
antrostomus_carolinensis	[279965, 1854010, 48283, 8902, 2607030, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aotus_nancymaae	[37293, 9504, 376918, 9479, 314293, 376913, 9443, 314146, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
apaloderma_vittatum	[57397, 57396, 56309, 56308, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
apamea_monoglypha	[875885, 95189, 2555556, 95179, 7100, 37570, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
apeira_syringaria	[934915, 934914, 82596, 82593, 82592, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
apeltes_quadracus	[240154, 240153, 69291, 1490020, 8100, 8111, 1489922, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aphelocoma_coerulescens	[39617, 39616, 28725, 192204, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aphyosemion_australe	[52653, 52652, 405002, 45443, 28738, 1489913, 1489908, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aplochiton_taeniatus	[946358, 66452, 130267, 130269, 130264, 51241, 41705, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aplodontia_rufa	[51342, 51341, 51340, 33553, 9989, 314147, 314146, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
apoderus_coryli	[201766, 122772, 701798, 122737, 71529, 41088, 41084, 7041, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aporia_crataegi	[129397, 129396, 152601, 42449, 7114, 37572, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aporophyla_lueneburgensis	[1337163, 988063, 572922, 7100, 37570, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
apotomis_betuletana	[1100915, 572704, 581389, 81687, 7139, 37568, 104430, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
apotomis_turbidana	[1100916, 572704, 581389, 81687, 7139, 37568, 104430, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aptenodytes_forsteri	[9233, 9232, 9231, 9230, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aptenodytes_patagonicus	[9234, 9232, 9231, 9230, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
apteryx_haastii	[8823, 8821, 8820, 8819, 8783, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
apteryx_owenii	[8824, 8821, 8820, 8819, 8783, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
apteryx_rowi	[308060, 8821, 8820, 8819, 8783, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aquila_chrysaetos_canadensis	[216574, 8962, 8960, 8955, 56259, 2558200, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aquila_chrysaetos_chrysaetos	[223781, 8962, 8960, 8955, 56259, 2558200, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aquila_chrysaetos_japonica	[335091, 8962, 8960, 8955, 56259, 2558200, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aquilegia_eximia	[1291435, 3450, 1463137, 3440, 41768, 1437183, 3398, 58024, 78536, 58023, 3193, 131221, 35493, 33090, 2759, 131567, 1]
ara_ararauna	[9226, 9225, 9224, 9223, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
ara_chloropterus	[176013, 9225, 9224, 9223, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
ara_glaucogularis	[303304, 9225, 9224, 9223, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
ara_militaris	[57237, 9225, 9224, 9223, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
ara_rubrogenys	[467030, 9225, 9224, 9223, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aramus_guarauna	[54356, 54355, 54354, 9108, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
arapaima_gigas	[113544, 113543, 27723, 41712, 31089, 1489343, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aratinga_solstitialis	[176015, 12945, 9224, 9223, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aratinga_weddellii	[190661, 12945, 9224, 9223, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
archilochus_colubris	[190676, 190675, 9242, 8892, 2607030, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
archocentrus_centrarchus	[63155, 61816, 318529, 318559, 319056, 8113, 1489911, 1489910, 1489908, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
arctocephalus_gazella	[37190, 29083, 9702, 379584, 33554, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
arctostaphylos_glauca	[89197, 83607, 217033, 4345, 41945, 71274, 1437201, 91827, 71240, 1437183, 3398, 58024, 78536, 58023, 3193, 131221, 35493, 33090, 2759, 131567, 1]
ardeotis_kori	[89386, 54376, 54375, 9108, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
arenaria_interpres	[54971, 54972, 8917, 8906, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
argyrosomus_japonicus	[448029, 172268, 30870, 1489923, 1489922, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aricia_agestis	[91739, 91737, 42297, 27544, 37572, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aricia_artaxerxes	[91738, 91737, 42297, 27544, 37572, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
arizona_elegans	[94893, 94892, 169863, 8578, 34989, 8570, 1329911, 1329912, 1329950, 1329961, 8509, 8504, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
artemisiospiza_belli	[198938, 2502001, 1729112, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
artibeus_jamaicensis	[9417, 9416, 40234, 9415, 30560, 9397, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
arvicanthis_niloticus	[61156, 61153, 39107, 10066, 337687, 1963758, 9989, 314147, 314146, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
arvicola_amphibius	[1047088, 10049, 39087, 337677, 337687, 1963758, 9989, 314147, 314146, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
asarcornis_scutulata	[75869, 75868, 2068716, 8830, 8826, 1549675, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aspidoscelis_tigris_stejnegeri	[2917703, 52180, 212532, 212526, 8530, 35036, 1329976, 1329912, 1329950, 1329961, 8509, 8504, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aspiorhynchus_laticeps	[748366, 748365, 2721536, 7953, 30727, 7952, 186627, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
astatotilapia_calliptera	[8154, 8152, 319058, 318546, 319095, 8113, 1489911, 1489910, 1489908, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
asterias_rubens	[7604, 7601, 7600, 7599, 41242, 7588, 7587, 133551, 7586, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
astyanax_mexicanus	[7994, 7993, 42595, 7992, 1489739, 7991, 186628, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
ateles_geoffroyi	[9509, 9506, 38068, 378855, 9479, 314293, 376913, 9443, 314146, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
atethmia_centrago	[988071, 988070, 572922, 7100, 37570, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
athalia_rosae	[37344, 37343, 2982298, 85772, 7399, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
athene_cunicularia	[194338, 126785, 30459, 30458, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
atherinomorus_stipes	[94911, 69129, 123700, 69128, 8075, 1489913, 1489908, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
atlantisia_rogersi	[2478892, 2478891, 9119, 9108, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
atrichornis_clamosus	[449594, 449593, 47690, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
autographa_gamma	[254363, 254361, 95186, 7100, 37570, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
autographa_pulchrina	[987893, 254361, 95186, 7100, 37570, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
axis_porcinus	[57737, 9855, 34878, 9850, 35500, 9845, 91561, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
aythya_fuligula	[219594, 30384, 2068721, 8830, 8826, 1549675, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
azemiops_feae	[8773, 8772, 35022, 8689, 34989, 8570, 1329911, 1329912, 1329950, 1329961, 8509, 8504, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
bagarius_yarrelli	[175774, 175773, 1128656, 30995, 1489793, 7995, 186628, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
balaeniceps_rex	[33584, 33583, 33582, 8920, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
balaenoptera_acutorostrata_scammoni	[310752, 9767, 9766, 9765, 9761, 9721, 2653789, 91561, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
balaenoptera_musculus	[9771, 9766, 9765, 9761, 9721, 2653789, 91561, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
balaenoptera_physalus	[9770, 9766, 9765, 9761, 9721, 2653789, 91561, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
balearica_regulorum_gibbericeps	[100784, 925459, 30413, 9109, 9108, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
barbus_barbus	[40830, 40829, 2743693, 7953, 30727, 7952, 186627, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
baryphthengus_martii	[176943, 135161, 57387, 8936, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
beatragus_hunteri	[59527, 59526, 37170, 9895, 35500, 9845, 91561, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
beaufortia_kweichowensis	[241442, 210584, 2509194, 30725, 7952, 186627, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
bellardia_pandia	[2795671, 670600, 43912, 7371, 43755, 43742, 43738, 480117, 480118, 43733, 7203, 7147, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
bembecia_ichneumoniformis	[301037, 300855, 301641, 106499, 106496, 104434, 104430, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
betta_splendens	[158456, 158455, 158449, 270602, 50370, 1489900, 1489892, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
bettongia_penicillata_ogilbyi	[881300, 69259, 65620, 65619, 38609, 9263, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
bibio_marci	[189979, 189978, 52730, 52729, 43790, 43784, 7148, 7147, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
biston_betularia	[82595, 82594, 82596, 82593, 82592, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
blastobasis_adustella	[1869501, 655692, 173649, 37581, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
blastobasis_lacticolella	[2561016, 655692, 173649, 37581, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
boleophthalmus_pectinirostris	[150288, 150287, 497678, 8220, 8219, 1489878, 1489875, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
boloria_selene	[191398, 127313, 127312, 40037, 33415, 37572, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
bombus_affinis	[309941, 144708, 28641, 83311, 70987, 7458, 34735, 7434, 7400, 7399, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
bombus_campestris	[207624, 28653, 28641, 83311, 70987, 7458, 34735, 7434, 7400, 7399, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
bombus_confusus	[217217, 217216, 28641, 83311, 70987, 7458, 34735, 7434, 7400, 7399, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
bombus_consobrinus	[130686, 144704, 28641, 83311, 70987, 7458, 34735, 7434, 7400, 7399, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
bombus_difficillimus	[395520, 163669, 28641, 83311, 70987, 7458, 34735, 7434, 7400, 7399, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
bombus_hortorum	[85660, 144704, 28641, 83311, 70987, 7458, 34735, 7434, 7400, 7399, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
bombus_huntii	[85661, 144703, 28641, 83311, 70987, 7458, 34735, 7434, 7400, 7399, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
bombus_hypnorum	[30191, 144703, 28641, 83311, 70987, 7458, 34735, 7434, 7400, 7399, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
bombus_opulentus	[2024865, 144700, 28641, 83311, 70987, 7458, 34735, 7434, 7400, 7399, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
